university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
Air University,Islamabad,"Department of Humanities,",Graduate (PhD),PhD,3–5 Years,MS / MPhil (relevant discipline),GAT (Subject) + Interview,150000.0,"August 31, 2026",https://www.au.edu.pk/
Air University,Islamabad,Department of Computer,MS,MS Computer Science,2 Years,As per Air University & HEC criteria,GAT (General) / AU Test,125000.0,"August 31, 2026",https://www.au.edu.pk
Air University,Islamabad,Department of Cyber Dr. Mohammad,PhD,PhD - -,3–5 Years,As per Air University & HEC criteria,GAT (Subject) + Interview,150000.0,"August 31, 2026",https://www.au.edu.pk
Air University,Islamabad,"Department of Physics BS, MS & PhD Dr. Muhammad Atif - -",Graduate (PhD),PhD Dr. Maria Farooq,3–5 Years,MS / MPhil (relevant discipline),GAT (Subject) + Interview,150000.0,"August 31, 2026",https://www.au.edu.pk/
Air University,Islamabad,"Department of Humanities,",MS,MS Clinical -,2 Years,As per Air University & HEC criteria,GAT (General) / AU Test,125000.0,"August 31, 2026",https://www.au.edu.pk
Air University,Islamabad,"Department of Humanities,",MS,BBA (Hons) Ms. Fakhra Mushtaq -,4 Years,As per Air University & HEC criteria,Air University Admission Test,95000.0,"August 31, 2026",https://www.au.edu.pk
Aga Khan University,Karachi,Medical College,MS,Bachelor of Medicine & Bachelor of Surgery (MBBS),5 Years,FSc (Pre-Medical) / A-Levels,AKU MCAT + Interview,650000.0,"March 31, 2026",https://www.aku.edu/admissions/mbbs/Pages/home.aspx
Aga Khan University,Karachi,Faculty of Arts & Sciences,MS,Bachelor of Studies (BS),4 Years,Intermediate / A-Levels (relevant discipline),AKU Admission Test + Interview,300000.0,"March 31, 2026",https://www.aku.edu/admissions/bs/Pages/home.aspx
Aga Khan University,Karachi,School of Nursing & Midwifery,MS,Associate of Science in Dental Hygiene (ASDH),2 Years,Intermediate / A-Levels (relevant discipline),AKU Admission Test + Interview,180000.0,"March 31, 2026",https://www.aku.edu/admissions/asdh/Pages/home.aspx
Aga Khan University,Karachi,School of Nursing & Midwifery,MS,Post-RN Bachelor of Science in Nursing (BScN),2 Years,Intermediate / A-Levels (relevant discipline),AKU Admission Test + Interview,200000.0,"March 31, 2026",https://www.aku.edu/admissions/post-rnbscn/Pages/home.aspx
Aga Khan University,Karachi,School of Nursing & Midwifery,MS,Post-RM Bachelor of Science in Midwifery,2 Years,Intermediate / A-Levels (relevant discipline),AKU Admission Test + Interview,200000.0,"March 31, 2026",https://www.aku.edu/admissions/post-rmbscm/Pages/home.aspx
Aga Khan University,Karachi,Institute for Educational Development (IED),MS,Bachelor of Education (BEd),4 Years,Intermediate / A-Levels (relevant discipline),AKU Admission Test + Interview,180000.0,"March 31, 2026",https://www.aku.edu/admissions/bed/Pages/home.aspx
Aga Khan University,Karachi,Institute for Educational Development (IED),MS,Master of Education (MEd),2 Years,16–18 years of education (relevant discipline),AKU Admission Test + Interview,250000.0,"April 30, 2026",https://www.aku.edu/admissions/Pages/graduate.aspx
Aga Khan University,Karachi,Institute for Educational Development (IED),MS,Master of Philosophy in Education (MPhil Education),2 Years,16–18 years of education (relevant discipline),AKU Admission Test + Interview,275000.0,"April 30, 2026",https://www.aku.edu/admissions/mphil-education/Pages/home.aspx
Aga Khan University,Karachi,Institute for Educational Development (IED),PhD,Doctor of Philosophy in Education (PhD Education),3–5 Years,MPhil / MS (Education or relevant discipline),Research Proposal + Interview,300000.0,"April 30, 2026",https://www.aku.edu/admissions/phd-education/Pages/home.aspx
Aga Khan University,Karachi,Medical College / Medical Education,MS,Master of Education in Medical Education (MHPE),2 Years,16–18 years of education (relevant discipline),AKU Admission Test + Interview,250000.0,"April 30, 2026",https://www.aku.edu/admissions/med/Pages/home.aspx
Bahria University,Islamabad,Bahria University Islamabad,MS,MBA,2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=101
Bahria University,Islamabad,Bahria University Islamabad,MS,MBA ( Pharmaceutical and Health Management),2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=105
Bahria University,Islamabad,Bahria University Islamabad,MS,MBA (for Business graduates),2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=102
Bahria University,Islamabad,Bahria University Islamabad,MS,MS Artificial Intelligence,2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=115
Bahria University,Islamabad,Bahria University Islamabad,MS,MS Computer Engineering,2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=112
Bahria University,Islamabad,Bahria University Islamabad,MS,MS Electrical Engineering,2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=108
Bahria University,Islamabad,Bahria University Islamabad,MS,MS Geophysics,2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=125
Bahria University,Islamabad,Bahria University Islamabad,MS,MS Information Security,2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=120
Bahria University,Islamabad,Bahria University Islamabad,MS,MS Media Studies,2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=122
Bahria University,Islamabad,Bahria University Islamabad,MS,MS Project Management (Weekend),2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=106
Bahria University,Islamabad,Bahria University Islamabad,MS,MS Software Engineering,2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=109
Bahria University,Islamabad,Bahria University Islamabad,MS,MS Telecom & Networking,2 Years,BS / BE (relevant discipline),GAT (General) / Bahria Test,135000.0,"September 30, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=118
Bahria University,Islamabad,Bahria University Islamabad,MS,BS (Media Studies),4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=78
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Accounting and Finance,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=18
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Artificial Intelligence,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=184
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Computer Science,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=41
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Development Studies,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=67
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Economics,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=20
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Environmental Science,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=50
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Geology,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=53
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Geophysics,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=52
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Hospitality and Tourism Management,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=188
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Information Technology,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=46
Bahria University,Islamabad,Bahria University Islamabad,MS,BS International Relations,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=66
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Psychology,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=56
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Public Health (BSPH),4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=63
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Remote Sensing & GIS,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=182
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Robotics and Intelligent Systems,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=36
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Supply Chain Management,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=23
Bahria University,Islamabad,Bahria University Islamabad,MS,BS Television Broadcasting & Digital Media,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=80
Bahria University,Islamabad,Bahria University Islamabad,MS,Bachelor in Business Administration,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=27
Bahria University,Islamabad,Bahria University Islamabad,MS,Bachelor of Computer Engineering,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=39
Bahria University,Islamabad,Bahria University Islamabad,MS,Bachelor of Electrical Engineering (BEE),4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=33
Bahria University,Islamabad,Bahria University Islamabad,MS,Bachelor of Laws,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=77
Bahria University,Islamabad,Bahria University Islamabad,MS,Bachelor of Software Engineering (BSE),4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=37
Bahria University,Islamabad,Bahria University Islamabad,MS,Bachelor of Studies in English,4 Years,Intermediate / A-Levels (relevant discipline),Bahria University Admission Test / SAT,110000.0,"August 31, 2026",https://bahria.edu.pk/Home/AdmissionRoadmapDetails?roadmapId=61
COMSATS University Islamabad,Islamabad,Department ofPhysics,BS,BS Physics,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofPhysics,MS,Masters Physics,2 Years,16 years of education (BS / BE) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,190000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofPhysics,PhD,PhD Physics,3–5 Years,18 years of education (MS / MPhil) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,210000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofManagement Sciences,BS,BS Accounting & Finance,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofManagement Sciences,PhD,PhD Management Sciences,3–5 Years,18 years of education (MS / MPhil) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,210000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofComputer Science,BS,BS Computer Science,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"August 31, 2026",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofComputer Science,BS,BS Software Engineering,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofComputer Science,MS,Masters Computer Science,2 Years,16 years of education (BS / BE) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,190000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofComputer Science,MS,Masters Software Engineering,2 Years,16 years of education (BS / BE) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,190000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofComputer Science,PhD,PhD Computer Science,3–5 Years,18 years of education (MS / MPhil) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,210000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofBiosciences,BS,BS Biosciences,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofBiosciences,BS,BS Bioinformatics,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofBiosciences,MS,Masters Chemistry,2 Years,16 years of education (BS / BE) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,190000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofBiosciences,MS,Masters Biosciences,2 Years,16 years of education (BS / BE) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,190000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofBiosciences,MS,Masters Bioinformatics,2 Years,16 years of education (BS / BE) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,190000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofBiosciences,PhD,PhD Chemistry,3–5 Years,18 years of education (MS / MPhil) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,210000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofBiosciences,PhD,PhD Biosciences,3–5 Years,18 years of education (MS / MPhil) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,210000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofBiosciences,PhD,PhD Bioinformatics,3–5 Years,18 years of education (MS / MPhil) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,210000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,ChemistryDepartment,BS,BS Chemistry,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,ChemistryDepartment,MS,Masters Chemistry,2 Years,16 years of education (BS / BE) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,190000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,ChemistryDepartment,PhD,PhD Chemistry,3–5 Years,18 years of education (MS / MPhil) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,210000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofEconomics,BS,BS Economics,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"August 31, 2026",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofEconomics,MS,Masters Economics,2 Years,16 years of education (BS / BE) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,190000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofEconomics,PhD,PhD Economics,3–5 Years,18 years of education (MS / MPhil) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,210000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofElectrical Engineering,BS,BS Electrical Engineering,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofElectrical Engineering,MS,Masters Electrical Engineering,2 Years,16 years of education (BS / BE) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,190000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofElectrical Engineering,PhD,PhD Electrical Engineering,3–5 Years,18 years of education (MS / MPhil) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,210000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofMathematics,BS,BS Mathematics,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofMathematics,MS,Masters Mathematics,2 Years,16 years of education (BS / BE) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,190000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,Department ofMathematics,PhD,PhD Mathematics,3–5 Years,18 years of education (MS / MPhil) in a relevant discipline from an HEC recognized university.,NTS / COMSATS Test,210000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,HumanitiesDepartment,BS,BS Media & Communication,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"December 17, 2025",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
COMSATS University Islamabad,Islamabad,HumanitiesDepartment,BS,BS Psychology,4 Years,FSc (Pre-Engineering / Pre-Medical with additional Mathematics) or A-Levels with relevant subjects or equivalent qualification as per IBCC.,NTS / COMSATS Test,170000.0,"August 31, 2026",https://islamabad.comsats.edu.pk/comsats-admissions.aspx
Dow University of Health Sciences (DUHS),Karachi,Dow Medical College,MS,MBBS,5 Years,FSc (Pre-Medical) + PMC eligibility,MDCAT (PMC),75000.0,"September 30, 2026",https://www.duhs.edu.pk/dow-medical-college/mbbs/
Dow University of Health Sciences (DUHS),Karachi,Dow Dental College,MS,Bachelor of Dental Surgery (BDS),5 Years,FSc (Pre-Medical) + PMC eligibility,MDCAT (PMC),75000.0,"September 30, 2026",https://www.duhs.edu.pk/dow-dental-college/bachelor-of-dentistry-bds/
Dow University of Health Sciences (DUHS),Karachi,Dow International Medical College,MS,MBBS Elective Program at Dow University Hospital – DIMC-DUHS for Students of other Medical Colleges,5 Years,FSc (Pre-Medical) + PMC eligibility,MDCAT (PMC),75000.0,"September 30, 2026",https://www.duhs.edu.pk/wp-content/uploads/2026/01/MBBS-Elective-Program-at-Dow-University-Hospital-DIMC-DUHS-for-Students-of-other-Medical-Colleges.pdf
Dow University of Health Sciences (DUHS),Karachi,Dow International Medical College,MS,MBBS,5 Years,FSc (Pre-Medical) + PMC eligibility,MDCAT (PMC),75000.0,"September 30, 2026",https://www.duhs.edu.pk/dow-international-medical-college/mbbs/
Dow University of Health Sciences (DUHS),Karachi,Dow International Medical College,MS,Bachelor of Science in Optometry,4 Years,FSc (Pre-Medical),DUHS Entry Test,60000.0,"September 30, 2026",https://www.duhs.edu.pk/dow-international-medical-college/bs-optometry/
Dow University of Health Sciences (DUHS),Karachi,Dow International Dental College,MS,Bachelor of Dental Surgery (BDS),5 Years,FSc (Pre-Medical) + PMC eligibility,MDCAT (PMC),75000.0,"September 30, 2026",https://www.duhs.edu.pk/dow-international-dental-college/bachelor-of-dentistry-bds/
Dow University of Health Sciences (DUHS),Karachi,Institute of Oral Health Sciences,MS,Bachelor of Dental Surgery (BDS),5 Years,FSc (Pre-Medical) + PMC eligibility,MDCAT (PMC),75000.0,"September 30, 2026",https://www.duhs.edu.pk/dr-ishrat-ul-ebad-khan-institute-of-oral-health-sciences/bachelor-of-dentistry-bds/
Dow University of Health Sciences (DUHS),Karachi,School of Dental Care Professionals,MS,Bachelor of Science in DCP (Dental Hygiene),4 Years,Intermediate (relevant discipline),DUHS Entry Test,55000.0,"September 30, 2026",https://www.duhs.edu.pk/dow-school-of-dental-care-professional/dental-hygiene-bs-dcp/https://www.duhs.edu.pk/dow-school-of-dental-care-professional/dental-hygiene-bs-dcp/
