university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
Austin Community College,Austin,Business,AAS,Marketing,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Business,AAS,Real Estate Brokerage,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Business,Certificate,Accounting Technician,1 Year,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$1,200 to $2,500 total (varies by program)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Business,Certificate,Real Estate Agent,1 Semester,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$1,200 to $2,500 total (varies by program)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Computer Science & Information Technology,AS,Computer Science,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Computer Science & Information Technology,AAS,Computer Information Technology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Computer Science & Information Technology,AAS,Local Area Network Systems/Network Administration,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Computer Science & Information Technology,AAS,Cybersecurity,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Computer Science & Information Technology,BAT,Cybersecurity,4 Years,AAS in IT/Cybersecurity,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Computer Science & Information Technology,BAT,Software Engineering,4 Years,AAS in Programming,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Computer Science & Information Technology,Certificate,Computer Information Technology,1 Year,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$1,200 to $2,500 total (varies by program)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Computer Science & Information Technology,Certificate,Cybersecurity,1 Year,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$1,200 to $2,500 total (varies by program)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Culinary, Hospitality, & Tourism",AAS,Baking and Pastry,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Culinary, Hospitality, & Tourism",AAS,Culinary Arts,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Culinary, Hospitality, & Tourism",AAS,Hospitality Management,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Culinary, Hospitality, & Tourism",AAS,Meeting and Event Planning,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Culinary, Hospitality, & Tourism",AAS,Travel and Tourism,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Design, Manufacturing, Construction, & Applied Technologies",AAS,Architectural and Engineering Computer Aided Design,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Design, Manufacturing, Construction, & Applied Technologies",AAS,Automotive Technology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Design, Manufacturing, Construction, & Applied Technologies",AAS,Building Construction Technology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Design, Manufacturing, Construction, & Applied Technologies",AAS,"Heating, Air Conditioning and Refrigeration Technology",2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Design, Manufacturing, Construction, & Applied Technologies",AAS,Jewelry,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Design, Manufacturing, Construction, & Applied Technologies",AAS,Welding Technology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Design, Manufacturing, Construction, & Applied Technologies",AAS,Manufacturing Technology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Design, Manufacturing, Construction, & Applied Technologies",BAT,Manufacturing Engineering Technology,4 Years,AAS required,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Education,AAT,Early Childhood to Grade 6,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Education,AAT,Grades 4-8,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Education,AAT,Grades 8-12,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Education,AAS,Child Care and Development,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Dental Hygiene,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Diagnostic Medical Sonography,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Emergency Medical Services,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Health Information Technology,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Medical Laboratory Technology,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Nursing,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Occupational Therapy Assistant,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Pharmacy Technician,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Physical Therapist Assistant,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Radiologic Technology,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Surgical Technology,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,AAS,Veterinary Technology,2 Years,Prerequisite courses required; Competitive admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Health Sciences,BSN,Nursing,4 Years (RN to BSN),RN License required,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Liberal Arts,AA,Anthropology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Liberal Arts,AA,Economics,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Liberal Arts,AA,English,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Liberal Arts,AA,Foreign Languages,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Liberal Arts,AA,Geography,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Liberal Arts,AA,Government,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Liberal Arts,AA,History,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Liberal Arts,AA,Philosophy,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Liberal Arts,AA,Psychology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Liberal Arts,AA,Sociology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Public & Social Services,AAS,Criminal Justice,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Public & Social Services,AAS,Fire Protection Technology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Public & Social Services,AAS,Human Services,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,Public & Social Services,AAS,Paralegal,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Science, Engineering, & Math",AS,Biology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Science, Engineering, & Math",AS,Chemistry,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Science, Engineering, & Math",AS,Engineering,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Science, Engineering, & Math",AS,Environmental Science and Technology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Science, Engineering, & Math",AS,Geology,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Science, Engineering, & Math",AS,Mathematics,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Austin Community College,Austin,"Science, Engineering, & Math",AS,Physics,2 Years,High school diploma or GED; Open Admission,TSI Assessment (unless exempt); No SAT/ACT required,"Tuition: ~$2,550/year (In-district); ~$11,000/year (Out-of-state)","Rolling Admission (Fall, Spring, Summer starts)",https://www.austincc.edu/academic-and-career-programs
Bergen Community College,Paramus,Arts & Humanities,AA,Cinema Studies,2 Years,High school diploma or GED; Open Admission,Accuplacer Placement Test (unless exempt); No SAT/ACT required,"Tuition: ~$5,000/year (In-county); ~$9,500/year (Out-of-county/State)","Rolling Admission (Fall, Spring, Summer starts)",https://bergen.edu/academics/
Bergen Community College,Paramus,Arts & Humanities,AA,Communication,2 Years,High school diploma or GED; Open Admission,Accuplacer Placement Test (unless exempt); No SAT/ACT required,"Tuition: ~$5,000/year (In-county); ~$9,500/year (Out-of-county/State)","Rolling Admission (Fall, Spring, Summer starts)",https://bergen.edu/academics/
Bergen Community College,Paramus,Arts & Humanities,AA,Literature,2 Years,High school diploma or GED; Open Admission,Accuplacer Placement Test (unless exempt); No SAT/ACT required,"Tuition: ~$5,000/year (In-county); ~$9,500/year (Out-of-county/State)","Rolling Admission (Fall, Spring, Summer starts)",https://bergen.edu/academics/
Bergen Community College,Paramus,Arts & Humanities,AA,Philosophy,2 Years,High school diploma or GED; Open Admission,Accuplacer Placement Test (unless exempt); No SAT/ACT required,"Tuition: ~$5,000/year (In-county); ~$9,500/year (Out-of-county/State)","Rolling Admission (Fall, Spring, Summer starts)",https://bergen.edu/academics/
Bergen Community College,Paramus,Arts & Humanities,AA,Religion,2 Years,High school diploma or GED; Open Admission,Accuplacer Placement Test (unless exempt); No SAT/ACT required,"Tuition: ~$5,000/year (In-county); ~$9,500/year (Out-of-county/State)","Rolling Admission (Fall, Spring, Summer starts)",https://bergen.edu/academics/
Bergen Community College,Paramus,Arts & Humanities,AA,Women's Studies,2 Years,High school diploma or GED; Open Admission,Accuplacer Placement Test (unless exempt); No SAT/ACT required,"Tuition: ~$5,000/year (In-county); ~$9,500/year (Out-of-county/State)","Rolling Admission (Fall, Spring, Summer starts)",https://bergen.edu/academics/
Bergen Community College,Paramus,Arts & Humanities,AFA,Music Business,2 Years,High school diploma or GED; Open Admission,Accuplacer Placement Test (unless exempt); No SAT/ACT required,"Tuition: ~$5,000/year (In-county); ~$9,500/year (Out-of-county/State)","Rolling Admission (Fall, Spring, Summer starts)",https://bergen.edu/academics/
Bergen Community College,Paramus,Arts & Humanities,AFA,Music Technology,2 Years,High school diploma or GED; Open Admission,Accuplacer Placement Test (unless exempt); No SAT/ACT required,"Tuition: ~$5,000/year (In-county); ~$9,500/year (Out-of-county/State)","Rolling Admission (Fall, Spring, Summer starts)",https://bergen.edu/academics/
