university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
Appalachian State University,Boone,College of Arts and Sciences,BA,Global Studies,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,BA,History,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,BA,"Languages, Literatures, and Cultures",4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,BS,Mathematics,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,BA,Philosophy,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,BS,Physics,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,BA,Political Science,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,BS,Psychology,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,BS,Sociology,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,BS,Veterinary Technology,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,BSBA,Accounting,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,BSBA,Computer Information Systems,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,BSBA,Economics,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,BSBA,Finance and Banking,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,BSBA,Hospitality and Tourism Management,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,BSBA,Management,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,BSBA,Marketing,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,BSBA,Risk Management and Insurance,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,BSBA,Supply Chain Management,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Reich College of Education,BS,Career and Technical Education,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Reich College of Education,BS,Child Development,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Reich College of Education,BS,Elementary Education,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Reich College of Education,BS,Middle Grades Education,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Reich College of Education,BS,Special Education,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BS,Apparel Design and Merchandising,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BA,Art and Visual Culture,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BS,Building Sciences,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BS,Commercial Photography,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BS,Communication Studies,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BA,Dance Studies,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BFA,Graphic Design,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BS,Industrial Design,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BS,Interior Design,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BS,Journalism,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BS,Public Relations,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BFA,Studio Art,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BS,Sustainable Technology,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Fine and Applied Arts,BA,Theatre Arts,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Beaver College of Health Sciences,BS,Communication Sciences and Disorders,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Beaver College of Health Sciences,BS,Exercise Science,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Beaver College of Health Sciences,BS,Health Care Management,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Beaver College of Health Sciences,BS,Health and Physical Education,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Beaver College of Health Sciences,BSN,Nursing,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Beaver College of Health Sciences,BS,Nutrition and Foods,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Beaver College of Health Sciences,BS,Public Health,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Beaver College of Health Sciences,BS,Recreation Management,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Beaver College of Health Sciences,BSW,Social Work,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Hayes School of Music,BM,Music Education,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Hayes School of Music,BM,Music Industry Studies,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Hayes School of Music,BM,Music Performance,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,Hayes School of Music,BM,Music Therapy,4 Years,High school diploma; Minimum GPA requirements; Strong academic curriculum,Test-Optional (SAT/ACT not required for admission for most students); TOEFL 78+ / IELTS 6.0+,"In-state: ~$8,000/year; Out-of-state: ~$24,000/year",01-Nov-2026 (Early Action),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,MS/MA,Appalachian Studies,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,MS/MA,Biology,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,MS/MA,Computer Science,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,MS/MA,English,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,MS/MA,Engineering Physics,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,MS/MA,Geography,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,MS/MA,History,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,MS/MA,Mathematics,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,MS/MA,Political Science,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,MS/MA,Psychology,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,College of Arts and Sciences,MPA,Public Administration,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,MS/MA,Accounting,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,MBA,Business Administration,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$12,000/year (In-state); ~$25,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,Walker College of Business,MS/MA,Applied Data Analytics,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,Reich College of Education,MS/MA,Curriculum and Instruction,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,Reich College of Education,EdD,Educational Leadership,3-4 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,Reich College of Education,MS/MA,Higher Education,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,Reich College of Education,MS/MA,Instructional Technology,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
Appalachian State University,Boone,Reich College of Education,MS/MA,Literacy Education,2 Years,Bachelor's degree; 3.0+ GPA; Statement of Purpose; Letters of Recommendation,GRE required for some programs (waivers available); TOEFL 78+ / IELTS 6.0+,"Tuition: ~$8,500/year (In-state); ~$21,000/year (Out-of-state)",01-Jul-2027 (Typical Fall Deadline),https://bulletin.appstate.edu/
