university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
California Institute of Technology (Caltech),Pasadena,Joint GPS / EAS / BBE / CCE,BSc,Environmental Science and Engineering,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.gps.caltech.edu/academics/undergraduate
California Institute of Technology (Caltech),Pasadena,Joint Division of Geological & Planetary Sciences / BBE,BSc,Geobiology,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.gps.caltech.edu/academics/undergraduate
California Institute of Technology (Caltech),Pasadena,Joint Division of Geological & Planetary Sciences / CCE,BSc,Geochemistry,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.gps.caltech.edu/academics/undergraduate
California Institute of Technology (Caltech),Pasadena,Division of Geological and Planetary Sciences,BSc,Geological and Planetary Sciences,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.gps.caltech.edu/academics/undergraduate
California Institute of Technology (Caltech),Pasadena,Division of Geological and Planetary Sciences,BSc,Geophysics,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.gps.caltech.edu/academics/undergraduate
California Institute of Technology (Caltech),Pasadena,Joint Division of Geological & Planetary Sciences / PMA,BSc,Planetary Astronomy,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.gps.caltech.edu/academics/undergraduate
California Institute of Technology (Caltech),Pasadena,Division of Humanities and Social Sciences,BSc,"Business, Economics, and Management (BEM)",4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.hss.caltech.edu/academics/undergraduate/bem
California Institute of Technology (Caltech),Pasadena,Division of Humanities and Social Sciences,BSc,English,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.hss.caltech.edu/academics/undergraduate
California Institute of Technology (Caltech),Pasadena,Division of Humanities and Social Sciences,BSc,History,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.hss.caltech.edu/academics/undergraduate
California Institute of Technology (Caltech),Pasadena,Division of Humanities and Social Sciences,BSc,Social Science,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.hss.caltech.edu/academics/undergraduate
California Institute of Technology (Caltech),Pasadena,Caltech Undergraduate Option (student-designed),BSc,Interdisciplinary Studies Program (ISP),4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum; Interdisciplinary Studies Program (ISP) requires faculty supervision and approval","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://catalog.caltech.edu/current/information-for-undergraduate-students/isp/
California Institute of Technology (Caltech),Pasadena,"Division of Physics, Mathematics and Astronomy",BSc,Astrophysics,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.pma.caltech.edu/research-and-academics/astronomy/astronomy-academics
California Institute of Technology (Caltech),Pasadena,"Division of Physics, Mathematics and Astronomy",BSc,Mathematics,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.pma.caltech.edu/research-and-academics/mathematics/mathematics-academics
California Institute of Technology (Caltech),Pasadena,"Division of Physics, Mathematics and Astronomy",BSc,Physics,4 Years,"High school diploma; extremely competitive — SAT Math 800 (median), ACT 36 (median); acceptance rate ~2.57%; 4 years high school math incl. calculus required; strong foundation in physics and chemistry; all first-year students take same core curriculum","SAT or ACT REQUIRED for Fall 2026 entry (no cut-off scores); TOEFL 100+, IELTS 7.0+, or Duolingo 120+ required for international students whose primary language of instruction is not English","Domestic/International: $65,622/year (tuition); $68,208/year (tuition + fees); ~$93,912/year total COA 2025-26",05-Jan-2026,https://www.pma.caltech.edu/research-and-academics/physics/physics-academics
California Institute of Technology (Caltech),Pasadena,Division of Biology and Biological Engineering,MS/PhD,Bioengineering,4-6 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",01-Dec-2025,https://www.bbe.caltech.edu/academics/grad-option/bioengineering
California Institute of Technology (Caltech),Pasadena,Division of Biology and Biological Engineering,MS/PhD,Biology,4-6 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",22-Nov-2025,https://www.bbe.caltech.edu/academics/grad-option/biology
California Institute of Technology (Caltech),Pasadena,Joint BBE / EAS / HSS / PMA,PhD,Computation and Neural Systems (CNS),4-6 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",01-Dec-2025,https://www.bbe.caltech.edu/academics/grad-option/cns
California Institute of Technology (Caltech),Pasadena,Division of Biology and Biological Engineering,MS/PhD,Neurobiology,4-6 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",01-Dec-2025,https://www.bbe.caltech.edu/academics/grad-option/neurobiology
California Institute of Technology (Caltech),Pasadena,Joint Division of Biology & Biological Engineering / Chemistry & Chemical Engineering,MS/PhD,Biochemistry and Molecular Biophysics,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",01-Dec-2025,https://www.bbe.caltech.edu/academics/grad-option/biochemistry-molecular-biophysics
California Institute of Technology (Caltech),Pasadena,Division of Chemistry and Chemical Engineering,MS/PhD,Chemical Engineering,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://www.che.caltech.edu/academics/graduate
California Institute of Technology (Caltech),Pasadena,Division of Chemistry and Chemical Engineering,MS/PhD,Chemistry,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",01-Dec-2025,https://chemistry.caltech.edu/academics/graduate
California Institute of Technology (Caltech),Pasadena,Graduate Aerospace Laboratories (GALCIT),MS/PhD/Engineer,Aeronautics,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://galcit.caltech.edu/academics/graduate
California Institute of Technology (Caltech),Pasadena,Department of Computing and Mathematical Sciences,MS/PhD,Applied and Computational Mathematics,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://www.cms.caltech.edu/academics/grad/acm
California Institute of Technology (Caltech),Pasadena,Division of Engineering and Applied Science,MS/PhD,Applied Mechanics,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://www.eas.caltech.edu/academics
California Institute of Technology (Caltech),Pasadena,Department of Applied Physics and Materials Science,MS/PhD,Applied Physics,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",01-Dec-2025,https://www.eas.caltech.edu/academics
California Institute of Technology (Caltech),Pasadena,Department of Mechanical and Civil Engineering,MS/PhD/Engineer,Civil Engineering,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://www.mce.caltech.edu/academics/graduate
California Institute of Technology (Caltech),Pasadena,Department of Computing and Mathematical Sciences,MS/PhD,Computer Science,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://www.cms.caltech.edu/academics/grad/cs
California Institute of Technology (Caltech),Pasadena,Department of Computing and Mathematical Sciences,MS/PhD,Computing and Mathematical Sciences,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://www.cms.caltech.edu/academics/grad/cms
California Institute of Technology (Caltech),Pasadena,Joint EAS / CMS,MS/PhD,Control and Dynamical Systems,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://www.cms.caltech.edu/academics/grad/cds
California Institute of Technology (Caltech),Pasadena,Department of Electrical Engineering,MS/PhD/Engineer,Electrical Engineering,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://www.ee.caltech.edu/academics/graduate
California Institute of Technology (Caltech),Pasadena,Department of Applied Physics and Materials Science,MS/PhD/Engineer,Materials Science,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://www.eas.caltech.edu/academics
California Institute of Technology (Caltech),Pasadena,Department of Mechanical and Civil Engineering,MS/PhD/Engineer,Mechanical Engineering,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://www.mce.caltech.edu/academics/graduate
California Institute of Technology (Caltech),Pasadena,Andrew and Peggy Cherng Department of Medical Engineering,MS/PhD,Medical Engineering,4-5 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://www.mede.caltech.edu/academics/graduate
California Institute of Technology (Caltech),Pasadena,Graduate Aerospace Laboratories (GALCIT),MS/Engineer,Space Engineering,1-2 Years,Bachelor's degree in relevant STEM field; outstanding research record; GPA 3.7+ recommended; research experience strongly preferred; all PhD students fully funded (tuition waiver + stipend),"GRE policy varies by program — optional for most, not accepted by some; TOEFL 100+, IELTS 7.0+, or PTE Academic required for international non-English-speaking applicants","Domestic/International: $68,001/year (tuition; fully funded for PhD — stipend $48,244/year + health insurance)",15-Dec-2025,https://galcit.caltech.edu/academics/graduate
